ADM_ID,ADM1_PCODE,ADM1_EN,ADM2_PCODE,ADM2_EN,ADM3_PCODE,ADM3_EN,LATITUDE,LONGITUDE,AREA,PERIMETER
21523000,PH020000000,Region II,PH021500000,Cagayan,PH021523000,Santa Ana,18.393,122.221,434780193.1,198766.879
51711000,PH050000000,Region V,PH051700000,Camarines Sur,PH051711000,Caramoan,13.798,123.833,273676443.7,294694.792
97332000,PH090000000,Region IX,PH097300000,Zamboanga del Sur,PH097332000,Zamboanga City,7.156,122.145,1497154802.0,521649.107
97338000,PH090000000,Region IX,PH097300000,Zamboanga del Sur,PH097338000,Pitogo,7.447,123.339,74146990.34,86993.113
98308000,PH090000000,Region IX,PH098300000,Zamboanga Sibugay,PH098308000,Malangas,7.62,123.008,121091469.7,113381.704
150712000,PH150000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150700000,Basilan,PH150712000,Hadji Muhtamad,6.675,121.59,53577829.2,144898.302
156612000,PH150000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH156600000,Sulu,PH156612000,Siasi,5.537,120.862,83154260.8,186092.58
156614000,PH150000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH156600000,Sulu,PH156614000,Tapul,5.711,120.96,56285520.8,111369.252
156615000,PH150000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH156600000,Sulu,PH156615000,Tongkil,6.049,121.749,128072973.6,290081.42
157001000,PH150000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH157000000,Tawi-Tawi,PH157001000,Panglima Sugala,5.14,120.003,233960248.6,326235.117
157003000,PH150000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH157000000,Tawi-Tawi,PH157003000,Mapun,7.009,118.477,71199559.17,113365.732
157006000,PH150000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH157000000,Tawi-Tawi,PH157006000,South Ubian,5.28,120.561,31682709.11,142092.716
157007000,PH150000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH157000000,Tawi-Tawi,PH157007000,Tandubas,5.222,120.241,220678934.3,388463.62
157009000,PH150000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH157000000,Tawi-Tawi,PH157009000,Languyan,5.261,120.091,230899497.9,285892.04
166706000,PH160000000,Region XIII,PH166700000,Surigao del Norte,PH166706000,Claver,9.475,125.786,286300984.7,109802.213
175307000,PH170000000,Region IV-B,PH175300000,Palawan,PH175307000,Busuanga,12.173,119.957,404538678.6,354291.178
175309000,PH170000000,Region IV-B,PH175300000,Palawan,PH175309000,Coron,12.053,120.175,694415349.0,740705.103
175314000,PH170000000,Region IV-B,PH175300000,Palawan,PH175314000,Magsaysay,10.887,121.055,47531596.46,99638.311
15503000,PH010000000,Region I,PH015500000,Pangasinan,PH015503000,City of Alaminos,16.152,119.978,161781473.2,165240.287
15505000,PH010000000,Region I,PH015500000,Pangasinan,PH015505000,Anda,16.293,119.976,77642581.31,98744.294
15514000,PH010000000,Region I,PH015500000,Pangasinan,PH015514000,Bolinao,16.323,119.872,206074850.8,119000.669
15519000,PH010000000,Region I,PH015500000,Pangasinan,PH015519000,Dasol,15.947,119.898,177581626.1,103321.692
15542000,PH010000000,Region I,PH015500000,Pangasinan,PH015542000,Sual,16.087,120.054,132681461.4,95696.395
20902000,PH020000000,Region II,PH020900000,Batanes,PH020902000,Itbayat,20.769,121.841,89318607.06,105553.434
20905000,PH020000000,Region II,PH020900000,Batanes,PH020905000,Sabtang,20.311,121.852,40985894.73,53867.161
21505000,PH020000000,Region II,PH021500000,Cagayan,PH021505000,Aparri,18.535,121.524,261271302.8,148282.742
21509000,PH020000000,Region II,PH021500000,Cagayan,PH021509000,Calayan,19.187,121.651,502715578.8,276679.736
23111000,PH020000000,Region II,PH023100000,Isabela,PH023111000,Divilacan,17.242,122.315,528551434.5,156546.799
23121000,PH020000000,Region II,PH023100000,Isabela,PH023121000,Palanan,17.009,122.421,374385173.8,131121.092
31413000,PH030000000,Region III,PH031400000,Bulacan,PH031413000,Norzagaray,14.878,121.182,297380261.7,129310.619
34920000,PH030000000,Region III,PH034900000,Nueva Ecija,PH034920000,Pantabangan,15.823,121.156,419728247.9,274644.686
37106000,PH030000000,Region III,PH037100000,Zambales,PH037106000,Masinloc,15.538,120.054,248402937.9,128894.014
37107000,PH030000000,Region III,PH037100000,Zambales,PH037107000,Olongapo City,14.827,120.306,141090453.2,107081.798
37108000,PH030000000,Region III,PH037100000,Zambales,PH037108000,Palauig,15.447,120.05,308691804.4,103943.278
37109000,PH030000000,Region III,PH037100000,Zambales,PH037109000,San Antonio,14.879,120.106,167261335.5,111368.751
37113000,PH030000000,Region III,PH037100000,Zambales,PH037113000,Santa Cruz,15.759,120.034,459550109.7,141363.101
37114000,PH030000000,Region III,PH037100000,Zambales,PH037114000,Subic,14.877,120.272,247500065.5,137069.549
37702000,PH030000000,Region III,PH037700000,Aurora,PH037702000,Casiguran,16.241,122.056,420115040.4,221694.36
37708000,PH030000000,Region III,PH037700000,Aurora,PH037708000,San Luis,15.612,121.455,598346085.8,141128.284
41005000,PH040000000,Region IV-A,PH041000000,Batangas,PH041005000,Batangas City,13.71,121.103,274369916.8,122295.302
41019000,PH040000000,Region IV-A,PH041000000,Batangas,PH041019000,Nasugbu,14.119,120.688,266340396.7,185736.245
41030000,PH040000000,Region IV-A,PH041000000,Batangas,PH041030000,Talisay,14.093,121.013,59203667.45,60180.85
41033000,PH040000000,Region IV-A,PH041000000,Batangas,PH041033000,Tingloy,13.648,120.892,32584853.84,45320.633
42105000,PH040000000,Region IV-A,PH042100000,Cavite,PH042105000,Cavite City,14.434,120.746,11873715.29,53160.423
42121000,PH040000000,Region IV-A,PH042100000,Cavite,PH042121000,Ternate,14.264,120.674,46518591.19,58248.026
43405000,PH040000000,Region IV-A,PH043400000,Laguna,PH043405000,City of Calamba,14.187,121.12,139318729.4,63308.455
43413000,PH040000000,Region IV-A,PH043400000,Laguna,PH043413000,Lumban,14.298,121.516,83181495.0,151222.036
45606000,PH040000000,Region IV-A,PH045600000,Quezon,PH045606000,Burdeos,14.916,121.982,265026837.8,245239.466
45621000,PH040000000,Region IV-A,PH045600000,Quezon,PH045621000,Jomalig,14.701,122.376,51862395.69,37323.03
45622000,PH040000000,Region IV-A,PH045600000,Quezon,PH045622000,Lopez,13.837,122.297,377300946.7,134804.833
45627000,PH040000000,Region IV-A,PH045600000,Quezon,PH045627000,Mauban,14.232,121.705,409599507.8,174230.723
45630000,PH040000000,Region IV-A,PH045600000,Quezon,PH045630000,Pagbilao,13.982,121.728,175219942.8,124117.029
45632000,PH040000000,Region IV-A,PH045600000,Quezon,PH045632000,Patnanungan,14.796,122.186,95936789.45,126377.685
45633000,PH040000000,Region IV-A,PH045600000,Quezon,PH045633000,Perez,14.178,121.958,52428676.39,38515.632
45636000,PH040000000,Region IV-A,PH045600000,Quezon,PH045636000,Polillo,14.738,121.954,235034037.4,116658.903
45640000,PH040000000,Region IV-A,PH045600000,Quezon,PH045640000,San Andres,13.34,122.644,175530268.0,98700.87
45804000,PH040000000,Region IV-A,PH045800000,Rizal,PH045804000,Binangonan,14.457,121.202,53969203.42,86143.894
45806000,PH040000000,Region IV-A,PH045800000,Rizal,PH045806000,Cardona,14.406,121.232,24229043.12,65198.261
45807000,PH040000000,Region IV-A,PH045800000,Rizal,PH045807000,Jala-Jala,14.339,121.337,43678930.47,36047.607
50501000,PH050000000,Region V,PH050500000,Albay,PH050501000,Bacacay,13.286,123.845,118907378.7,169030.108
50515000,PH050000000,Region V,PH050500000,Albay,PH050515000,Rapu-Rapu,13.234,124.062,154490716.6,177018.467
50517000,PH050000000,Region V,PH050500000,Albay,PH050517000,City of Tabaco,13.333,123.696,118495687.7,100375.111
51605000,PH050000000,Region V,PH051600000,Camarines Norte,PH051605000,Jose Panganiban,14.263,122.654,176313659.1,137137.238
51607000,PH050000000,Region V,PH051600000,Camarines Norte,PH051607000,Mercedes,13.974,123.049,118029467.3,157685.42
51608000,PH050000000,Region V,PH051600000,Camarines Norte,PH051608000,Paracale,14.254,122.774,157418885.1,88616.953
51612000,PH050000000,Region V,PH051600000,Camarines Norte,PH051612000,Vinzons,14.253,122.903,94125958.75,205325.717
51708000,PH050000000,Region V,PH051700000,Camarines Sur,PH051708000,Calabanga,13.71,123.27,151412568.9,91433.65
51714000,PH050000000,Region V,PH051700000,Camarines Sur,PH051714000,Garchitorena,13.866,123.635,245000819.9,281003.579
51717000,PH050000000,Region V,PH051700000,Camarines Sur,PH051717000,Lagonoy,13.822,123.515,384237150.4,159656.039
51729000,PH050000000,Region V,PH051700000,Camarines Sur,PH051729000,Presentacion,13.747,123.727,154560329.7,72763.586
51730000,PH050000000,Region V,PH051700000,Camarines Sur,PH051730000,Ragay,13.865,122.776,379052489.5,137522.091
51731000,PH050000000,Region V,PH051700000,Camarines Sur,PH051731000,Sagñay,13.561,123.517,103004869.7,71484.029
51735000,PH050000000,Region V,PH051700000,Camarines Sur,PH051735000,Siruma,14.016,123.297,129129599.7,180917.884
51737000,PH050000000,Region V,PH051700000,Camarines Sur,PH051737000,Tinambac,13.867,123.359,329095715.2,216983.02
52001000,PH050000000,Region V,PH052000000,Catanduanes,PH052001000,Bagamanoc,13.962,124.266,68287358.6,69605.208
52002000,PH050000000,Region V,PH052000000,Catanduanes,PH052002000,Baras,13.694,124.364,71143577.14,73450.923
52003000,PH050000000,Region V,PH052000000,Catanduanes,PH052003000,Bato,13.605,124.309,51970155.41,57353.418
52004000,PH050000000,Region V,PH052000000,Catanduanes,PH052004000,Caramoran,13.873,124.181,281575743.6,120966.891
52005000,PH050000000,Region V,PH052000000,Catanduanes,PH052005000,Gigmoto,13.785,124.359,106058920.7,80966.114
52007000,PH050000000,Region V,PH052000000,Catanduanes,PH052007000,Panganiban,13.91,124.299,50600888.78,74704.793
52010000,PH050000000,Region V,PH052000000,Catanduanes,PH052010000,Viga,13.847,124.31,168277670.9,90046.492
54101000,PH050000000,Region V,PH054100000,Masbate,PH054101000,Aroroy,12.439,123.341,456436482.6,255158.551
54103000,PH050000000,Region V,PH054100000,Masbate,PH054103000,Balud,12.021,123.233,209756500.8,107945.478
54104000,PH050000000,Region V,PH054100000,Masbate,PH054104000,Batuan,12.4,123.763,52754051.0,50763.338
54106000,PH050000000,Region V,PH054100000,Masbate,PH054106000,Cawayan,12.019,123.757,268682814.1,138445.635
54108000,PH050000000,Region V,PH054100000,Masbate,PH054108000,Dimasalang,12.154,123.852,80900345.13,80900.352
54110000,PH050000000,Region V,PH054100000,Masbate,PH054110000,Mandaon,12.226,123.31,321944036.3,177112.227
54112000,PH050000000,Region V,PH054100000,Masbate,PH054112000,Milagros,12.203,123.524,478591262.6,177977.282
54114000,PH050000000,Region V,PH054100000,Masbate,PH054114000,Monreal,12.63,123.639,89230347.8,93654.597
54116000,PH050000000,Region V,PH054100000,Masbate,PH054116000,Pio V. Corpuz,11.856,124.032,90533770.63,68559.223
54117000,PH050000000,Region V,PH054100000,Masbate,PH054117000,Placer,11.928,123.893,198898036.0,80927.863
54120000,PH050000000,Region V,PH054100000,Masbate,PH054120000,San Pascual,13.058,123.028,256454661.4,170562.595
56202000,PH050000000,Region V,PH056200000,Sorsogon,PH056202000,Barcelona,12.833,124.115,59655109.04,41096.392
56206000,PH050000000,Region V,PH056200000,Sorsogon,PH056206000,Castilla,12.95,123.817,195147979.7,107790.063
56210000,PH050000000,Region V,PH056200000,Sorsogon,PH056210000,Juban,12.811,123.974,122344026.9,92428.924
56211000,PH050000000,Region V,PH056200000,Sorsogon,PH056211000,Magallanes,12.809,123.883,111607210.5,70118.049
56212000,PH050000000,Region V,PH056200000,Sorsogon,PH056212000,Matnog,12.589,124.037,138775541.4,102904.38
60415000,PH060000000,Region VI,PH060400000,Aklan,PH060415000,New Washington,11.635,122.411,55155416.68,146081.207
60601000,PH060000000,Region VI,PH060600000,Antique,PH060601000,Anini-Y,10.447,121.965,50762773.87,42615.986
60605000,PH060000000,Region VI,PH060600000,Antique,PH060605000,Caluya,11.971,121.447,138436620.2,192270.49
60606000,PH060000000,Region VI,PH060600000,Antique,PH060606000,Culasi,11.423,122.109,196943646.3,89995.123
61914000,PH060000000,Region VI,PH061900000,Capiz,PH061914000,Roxas City,11.556,122.745,103056763.1,79136.635
63001000,PH060000000,Region VI,PH063000000,Iloilo,PH063001000,Ajuy,11.145,122.996,171021124.5,130016.8
63009000,PH060000000,Region VI,PH063000000,Iloilo,PH063009000,Batad,11.402,123.1,44970967.52,46479.167
63014000,PH060000000,Region VI,PH063000000,Iloilo,PH063014000,Carles,11.52,123.184,103286967.4,209697.164
63015000,PH060000000,Region VI,PH063000000,Iloilo,PH063015000,Concepcion,11.217,123.118,85871307.58,130947.137
63019000,PH060000000,Region VI,PH063000000,Iloilo,PH063019000,Estancia,11.453,123.135,28760815.53,42853.479
63038000,PH060000000,Region VI,PH063000000,Iloilo,PH063038000,San Dionisio,11.327,123.076,118590750.9,61476.512
67902000,PH060000000,Region VI,PH067900000,Guimaras,PH067902000,Jordan,10.607,122.574,104050594.6,85804.884
67903000,PH060000000,Region VI,PH067900000,Guimaras,PH067903000,Nueva Valencia,10.468,122.547,128565847.7,198401.263
67904000,PH060000000,Region VI,PH067900000,Guimaras,PH067904000,San Lorenzo,10.594,122.672,114652440.0,73748.807
67905000,PH060000000,Region VI,PH067900000,Guimaras,PH067905000,Sibunag,10.514,122.619,136421888.3,113062.94
71205000,PH070000000,Region VII,PH071200000,Bohol,PH071205000,Baclayon,9.636,123.917,33832873.73,32968.654
71209000,PH070000000,Region VII,PH071200000,Bohol,PH071209000,Buenavista,10.046,124.163,109143290.8,61752.592
71210000,PH070000000,Region VII,PH071200000,Bohol,PH071210000,Calape,9.883,123.887,70714351.72,119741.541
71211000,PH070000000,Region VII,PH071200000,Bohol,PH071211000,Candijay,9.828,124.481,92772554.64,71320.5
71224000,PH070000000,Region VII,PH071200000,Bohol,PH071224000,Inabanga,10.001,124.098,108102143.8,67074.457
71226000,PH070000000,Region VII,PH071200000,Bohol,PH071226000,Getafe,10.127,124.184,94076123.57,146600.255
71228000,PH070000000,Region VII,PH071200000,Bohol,PH071228000,Loay,9.611,124.016,26071511.68,39328.337
71230000,PH070000000,Region VII,PH071200000,Bohol,PH071230000,Loon,9.819,123.825,98695522.88,98012.136
71231000,PH070000000,Region VII,PH071200000,Bohol,PH071231000,Mabini,9.905,124.519,96777648.87,64997.037
71233000,PH070000000,Region VII,PH071200000,Bohol,PH071233000,Panglao,9.579,123.775,47120047.71,45596.871
71235000,PH070000000,Region VII,PH071200000,Bohol,PH071235000,Pres. Carlos P. Garcia,10.104,124.565,46819348.23,114850.542
71243000,PH070000000,Region VII,PH071200000,Bohol,PH071243000,Talibon,10.117,124.279,148064450.5,139263.014
71245000,PH070000000,Region VII,PH071200000,Bohol,PH071245000,Tubigon,9.926,123.975,66372770.06,92366.709
71246000,PH070000000,Region VII,PH071200000,Bohol,PH071246000,Ubay,9.998,124.459,264880056.8,157281.697
71248000,PH070000000,Region VII,PH071200000,Bohol,PH071248000,Bien Unido,10.129,124.374,27077562.11,54381.198
72201000,PH070000000,Region VII,PH072200000,Cebu,PH072201000,Alcantara,9.965,123.441,25583804.86,36154.901
72207000,PH070000000,Region VII,PH072200000,Cebu,PH072207000,Badian,9.85,123.418,116637254.5,66402.391
72209000,PH070000000,Region VII,PH072200000,Cebu,PH072209000,Bantayan,11.188,123.728,82646307.56,109323.786
72217000,PH070000000,Region VII,PH072200000,Cebu,PH072217000,Cebu City,10.379,123.86,290902432.4,88533.13
72220000,PH070000000,Region VII,PH072200000,Cebu,PH072220000,Cordova,10.259,123.95,9198656.801,28650.283
72221000,PH070000000,Region VII,PH072200000,Cebu,PH072221000,Daanbantayan,11.227,124.023,91729268.56,90709.36
72223000,PH070000000,Region VII,PH072200000,Cebu,PH072223000,Danao City,10.54,123.94,168480632.9,99129.729
72226000,PH070000000,Region VII,PH072200000,Cebu,PH072226000,Lapu-Lapu City,10.287,123.992,67333947.03,164369.206
72231000,PH070000000,Region VII,PH072200000,Cebu,PH072231000,Medellin,11.143,123.977,75975333.51,65484.861
72233000,PH070000000,Region VII,PH072200000,Cebu,PH072233000,Moalboal,9.938,123.428,68673894.69,55176.694
72235000,PH070000000,Region VII,PH072200000,Cebu,PH072235000,Oslob,9.539,123.401,127275269.5,59819.216
72242000,PH070000000,Region VII,PH072200000,Cebu,PH072242000,San Francisco,10.647,124.333,96918275.54,62259.51
72244000,PH070000000,Region VII,PH072200000,Cebu,PH072244000,Santa Fe,11.218,123.822,29300227.95,46821.25
82604000,PH080000000,Region VIII,PH082600000,Eastern Samar,PH082604000,City of Borongan,11.588,125.335,632005858.1,182909.545
82606000,PH080000000,Region VIII,PH082600000,Eastern Samar,PH082606000,Dolores,12.065,125.333,309831532.9,119927.167
82608000,PH080000000,Region VIII,PH082600000,Eastern Samar,PH082608000,Giporlos,11.163,125.451,93148031.18,78938.786
82609000,PH080000000,Region VIII,PH082600000,Eastern Samar,PH082609000,Guiuan,10.854,125.737,176423621.6,231965.163
82613000,PH080000000,Region VIII,PH082600000,Eastern Samar,PH082613000,Llorente,11.352,125.449,285759420.1,113914.55
82616000,PH080000000,Region VIII,PH082600000,Eastern Samar,PH082616000,Mercedes,11.09,125.704,19844797.71,26254.113
82617000,PH080000000,Region VIII,PH082600000,Eastern Samar,PH082617000,Oras,12.163,125.386,237035831.6,109217.942
82618000,PH080000000,Region VIII,PH082600000,Eastern Samar,PH082618000,Quinapondan,11.178,125.507,85680205.47,96310.691
82619000,PH080000000,Region VIII,PH082600000,Eastern Samar,PH082619000,Salcedo,11.158,125.628,118696321.6,121902.094
82622000,PH080000000,Region VIII,PH082600000,Eastern Samar,PH082622000,Sulat,11.796,125.378,127640897.2,90575.037
83705000,PH080000000,Region VIII,PH083700000,Leyte,PH083705000,Babatngon,11.386,124.9,134399847.8,142038.588
83707000,PH080000000,Region VIII,PH083700000,Leyte,PH083707000,Bato,10.335,124.849,70306680.6,45823.473
83720000,PH080000000,Region VIII,PH083700000,Leyte,PH083720000,Hindang,10.457,124.762,46286434.74,63947.922
83721000,PH080000000,Region VIII,PH083700000,Leyte,PH083721000,Inopacan,10.515,124.815,122248601.4,59087.54
83739000,PH080000000,Region VIII,PH083700000,Leyte,PH083739000,Palo,11.159,124.972,81032354.01,56074.789
84802000,PH080000000,Region VIII,PH084800000,Northern Samar,PH084802000,Biri,12.659,124.391,26017738.14,112148.206
84804000,PH080000000,Region VIII,PH084800000,Northern Samar,PH084804000,Capul,12.428,124.163,34039198.98,32903.689
84806000,PH080000000,Region VIII,PH084800000,Northern Samar,PH084806000,Catubig,12.391,125.093,242036650.6,85149.884
84808000,PH080000000,Region VIII,PH084800000,Northern Samar,PH084808000,Laoang,12.539,125.026,205854610.7,244339.302
84811000,PH080000000,Region VIII,PH084800000,Northern Samar,PH084811000,Lavezares,12.535,124.36,103526923.9,145184.077
84813000,PH080000000,Region VIII,PH084800000,Northern Samar,PH084813000,Mondragon,12.412,124.772,301856525.9,91999.111
84814000,PH080000000,Region VIII,PH084800000,Northern Samar,PH084814000,Palapag,12.514,125.144,178235574.5,92224.337
84816000,PH080000000,Region VIII,PH084800000,Northern Samar,PH084816000,Rosario,12.509,124.431,60678936.69,80649.865
84817000,PH080000000,Region VIII,PH084800000,Northern Samar,PH084817000,San Antonio,12.41,124.263,28319938.27,26569.707
84819000,PH080000000,Region VIII,PH084800000,Northern Samar,PH084819000,San Jose,12.493,124.486,81117435.09,102076.77
84821000,PH080000000,Region VIII,PH084800000,Northern Samar,PH084821000,San Vicente,12.34,124.061,18223497.96,65460.829
86001000,PH080000000,Region VIII,PH086000000,Samar,PH086001000,Almagro,11.928,124.311,24313931.07,51317.296
86002000,PH080000000,Region VIII,PH086000000,Samar,PH086002000,Basey,11.39,125.155,595958276.4,136464.459
86005000,PH080000000,Region VIII,PH086000000,Samar,PH086005000,City of Catbalogan,11.838,124.887,169410038.0,175565.937
86006000,PH080000000,Region VIII,PH086000000,Samar,PH086006000,Daram,11.63,124.78,104286663.2,217274.828
86007000,PH080000000,Region VIII,PH086000000,Samar,PH086007000,Gandara,12.07,124.82,304601808.5,129634.294
86017000,PH080000000,Region VIII,PH086000000,Samar,PH086017000,Santa Rita,11.434,125.004,243933182.9,151634.373
86018000,PH080000000,Region VIII,PH086000000,Samar,PH086018000,Santo Niño,11.926,124.435,29988415.93,44123.943
86019000,PH080000000,Region VIII,PH086000000,Samar,PH086019000,Talalora,11.509,124.848,27027176.78,55853.99
86020000,PH080000000,Region VIII,PH086000000,Samar,PH086020000,Tarangnan,11.909,124.786,86745704.19,159032.404
86021000,PH080000000,Region VIII,PH086000000,Samar,PH086021000,Villareal,11.539,124.943,130830128.9,110523.04
86023000,PH080000000,Region VIII,PH086000000,Samar,PH086023000,Zumarraga,11.661,124.857,35257460.06,75115.537
86024000,PH080000000,Region VIII,PH086000000,Samar,PH086024000,Tagapul-An,12.062,124.19,28659823.62,51733.344
86403000,PH080000000,Region VIII,PH086400000,Southern Leyte,PH086403000,Hinunangan,10.385,125.157,167989833.5,80633.307
86419000,PH080000000,Region VIII,PH086400000,Southern Leyte,PH086419000,Limasawa,9.931,125.072,6816851.363,21006.424
87801000,PH080000000,Region VIII,PH087800000,Biliran,PH087801000,Almeria,11.635,124.404,50752810.09,36876.076
87806000,PH080000000,Region VIII,PH087800000,Biliran,PH087806000,Kawayan,11.676,124.425,70199823.01,60773.584
87807000,PH080000000,Region VIII,PH087800000,Biliran,PH087807000,Maripipi,11.789,124.323,29092238.03,28459.374
87808000,PH080000000,Region VIII,PH087800000,Biliran,PH087808000,Naval,11.57,124.437,98823871.76,54273.326
97201000,PH090000000,Region IX,PH097200000,Zamboanga del Norte,PH097201000,Dapitan City,8.593,123.443,220258804.5,162996.209
97217000,PH090000000,Region IX,PH097200000,Zamboanga del Norte,PH097217000,Sibutad,8.604,123.487,68325424.76,62214.248
97305000,PH090000000,Region IX,PH097300000,Zamboanga del Sur,PH097305000,Dimataling,7.53,123.318,110181287.1,95344.059
97306000,PH090000000,Region IX,PH097300000,Zamboanga del Sur,PH097306000,Dinas,7.627,123.341,166435662.7,111900.054
97313000,PH090000000,Region IX,PH097300000,Zamboanga del Sur,PH097313000,Lapuyan,7.684,123.196,156396661.1,102243.672
97325000,PH090000000,Region IX,PH097300000,Zamboanga del Sur,PH097325000,San Pablo,7.679,123.426,102942852.6,73401.218
97341000,PH090000000,Region IX,PH097300000,Zamboanga del Sur,PH097341000,Vincenzo A. Sagun,7.519,123.171,62137610.94,76479.269
98305000,PH090000000,Region IX,PH098300000,Zamboanga Sibugay,PH098305000,Ipil,7.782,122.57,158172920.5,106650.754
98307000,PH090000000,Region IX,PH098300000,Zamboanga Sibugay,PH098307000,Mabuhay,7.39,122.899,79907863.48,132625.521
98310000,PH090000000,Region IX,PH098300000,Zamboanga Sibugay,PH098310000,Olutanga,7.337,122.824,65430704.57,96158.483
98311000,PH090000000,Region IX,PH098300000,Zamboanga Sibugay,PH098311000,Payao,7.588,122.843,192279684.0,147606.984
98316000,PH090000000,Region IX,PH098300000,Zamboanga Sibugay,PH098316000,Tungawan,7.568,122.37,344249116.3,204601.881
99701000,PH090000000,Region IX,PH099700000,City of Isabela,PH099701000,City of Isabela,6.651,121.987,219869684.0,136126.782
101803000,PH100000000,Region X,PH101800000,Camiguin,PH101803000,Mahinog,9.168,124.768,30575503.26,29255.082
104202000,PH100000000,Region X,PH104200000,Misamis Occidental,PH104202000,Baliangao,8.616,123.618,58928855.9,72795.979
112317000,PH110000000,Region XI,PH112300000,Davao del Norte,PH112317000,Island Garden City of Samal,7.051,125.736,279376307.9,157709.026
112503000,PH110000000,Region XI,PH112500000,Davao Oriental,PH112503000,Boston,7.917,126.27,376339468.1,104354.356
112509000,PH110000000,Region XI,PH112500000,Davao Oriental,PH112509000,City of Mati,6.831,126.223,707713847.9,364634.035
118203000,PH110000000,Region XI,PH118200000,Compostela Valley,PH118203000,Mabini,7.3,125.939,214581316.5,85564.603
118605000,PH110000000,Region XI,PH118600000,Davao Occidental,PH118605000,Sarangani,5.418,125.423,89282896.58,117806.581
150703000,PH150000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150700000,Basilan,PH150703000,Lantawan,6.62,121.869,149670458.1,92453.381
150704000,PH150000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150700000,Basilan,PH150704000,Maluso,6.516,121.9,87290681.92,108748.912
150705000,PH150000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150700000,Basilan,PH150705000,Sumisip,6.488,122.013,265123715.7,117142.335
150706000,PH150000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150700000,Basilan,PH150706000,Tipo-Tipo,6.524,122.157,44884351.07,49188.302
150708000,PH150000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150700000,Basilan,PH150708000,Akbar,6.644,122.197,30810827.91,53809.354
150709000,PH150000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150700000,Basilan,PH150709000,Al-Barka,6.485,122.171,49374535.29,86585.322
150710000,PH150000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150700000,Basilan,PH150710000,Hadji Mohammad Ajul,6.636,122.278,63260715.11,83258.362
150711000,PH150000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150700000,Basilan,PH150711000,Ungkaya Pukan,6.508,122.107,69873019.13,78444.379
150713000,PH150000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150700000,Basilan,PH150713000,Tabuan-Lasa,6.321,121.982,27502621.42,111278.974
153601000,PH150000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH153600000,Lanao del Sur,PH153601000,Bacolod-Kalawi,7.888,124.124,21583324.47,25292.951
153603000,PH150000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH153600000,Lanao del Sur,PH153603000,Balindong,7.921,124.181,39396878.48,35685.309
153605000,PH150000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH153600000,Lanao del Sur,PH153605000,Binidayan,7.795,124.154,15152325.9,20124.811
153811000,PH150000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH153800000,Maguindanao,PH153811000,Parang,7.362,124.251,144172687.1,118686.667
156603000,PH150000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH156600000,Sulu,PH156603000,Kalingalan Caluang,5.912,121.281,65746808.66,98743.688
156604000,PH150000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH156600000,Sulu,PH156604000,Luuk,5.966,121.32,84856175.95,76785.679
156606000,PH150000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH156600000,Sulu,PH156606000,Hadji Panglima Tahil,6.228,120.917,30278400.45,266038.35
156607000,PH150000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH156600000,Sulu,PH156607000,Old Panamao,5.982,121.231,64247548.42,66138.222
156608000,PH150000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH156600000,Sulu,PH156608000,Pangutaran,6.221,120.473,189849556.5,520974.868
156609000,PH150000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH156600000,Sulu,PH156609000,Parang,5.936,120.921,68816851.35,54373.183
156610000,PH150000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH156600000,Sulu,PH156610000,Pata,5.818,121.168,57978738.23,140188.807
156611000,PH150000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH156600000,Sulu,PH156611000,Patikul,6.049,121.087,140092159.5,69982.954
156613000,PH150000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH156600000,Sulu,PH156613000,Talipao,5.961,121.093,170139903.1,115195.483
156618000,PH150000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH156600000,Sulu,PH156618000,Pandami,5.558,120.704,68791761.27,178020.197
